Instance;PATH_CHEAPEST_ARC_and_GREEDY_DESCENT;SAVINGS_and_GREEDY_DESCENT;ALL_UNPERFORMED_and_GENERIC_TABU_SEARCH;PARALLEL_CHEAPEST_INSERTION_and_GREEDY_DESCENT;PARALLEL_CHEAPEST_INSERTION_and_GENERIC_TABU_SEARCH;PATH_CHEAPEST_ARC_and_SIMULATED_ANNEALING
C1_4_6;44.679860430605274;34.63324248790741;29.342752957344054;39.72338059369255;44.408590765560376;44.66671767655541
C1_4_4;48.13095535102644;37.40995198801944;43.42411022186279;49.213952240191006;53.84218868456389;55.978434236426104
C1_2_2;7.992739810663111;7.1887887716293335;8.874768364429475;7.842911222401788;30.26513287600349;31.12125375691582
C1_6_5;61.13768800099691;58.95601752400398;60.04782807826996;60.50480384627978;170.27010815342268;60.834975788990654
C1_2_1;11.498335568528427;7.731694660688701;33.17679727077484;7.656782809056733;48.77589978042402;45.76185505013717
C1_4_3;45.42031729221344;38.13452182797825;40.04737215042114;42.845523455563715;53.26872678364025;53.98279229332419
C1_6_2;60.760034140787624;59.66321882448698;60.36432200670242;60.493296133844474;61.33640774927641;61.148090180597805
C1_4_7;40.77959329941694;31.54481341558344;31.358338606357574;35.556775878457465;41.18362404318417;46.83162741801318
C1_6_4;61.84945226709048;61.471866101026535;59.4172664642334;60.8049450814724;60.71797070900599;62.025200555721916
C1_4_8;43.48321632777943;29.603256008841775;37.75056343078613;41.237871545733825;47.02807238607696;47.79515493999828
ulysses16;0.01115107536315918;0.008861064910888672;600.039587020874;0.006823335375104632;60.00022622517177;60.00016566685268
HFVRP_4;1.6861579948001437;1.5714660353130765;2192.2556376457214;1.4026631381776598;60.00453334384494;60.002100494172836
HFVRP_p14;26.073752495977615;32.46196749475267;604.4549179077148;28.95355342494117;60.00383088323805;60.012799395455254
CVRP_p5;1.5392855670717027;1.6971753703223333;13080.056962966919;1.7091136640972562;60.00341500176324;60.01518536938561
CVRP_p3;0.8315451425664565;0.9942570013158462;600.2617716789246;0.8098893726573271;60.00153597663431;60.001391270581415
HFVRP_1;0.519611676534017;0.6186895767847697;95472.83802509308;0.48974653085072833;60.000726368692185;60.00093253453573
CVRP_p14;22.386497232649063;23.93401794963413;22137.081971168518;31.52651121881273;60.00118480788337;60.001569986343384
HFVRP_p3;0.9443553421232436;0.8231925699445937;7696.0488176345825;1.1297173102696736;60.00067165162828;60.00066267119514
HFVRP_p5;1.550831331147088;1.7855565680397882;600.4956841468811;2.4509032169977822;60.00157113869985;60.00302161110772
p3;27.901565356132313;27.040110086783386;25.753107559986603;25.454671884194397;25.583292178618603;25.45025963660998
p1;9.27648444664784;8.860165779407208;8.672339812303202;8.534207282922207;8.065062681833902;8.613407562940548
p31;0.03049503839932955;0.031545773530617736;0.0312803158393273;0.03108375500410031;0.030990111522185497;0.030003767747145433
p2;9.237923218653751;8.10005476535895;8.72278940371978;8.240842904800024;8.573710557741997;8.707657386095097
p6;20.644370484352113;19.774488627910614;24.37505266540929;24.520418054179142;12.767901081787912;14.464201927185059
p19;45.17094482183457;36.68826920986176;37.90044658184051;35.887843179702756;33.54435868263245;40.63192270994186
p5;15.500850355625152;16.034514224529268;10.115763771533967;10.945452547073364;17.616107046604156;16.454454398155214
p15;2.61592515707016;2.716347599029541;1.6303759694099427;1.62033371925354;1.6196483969688416;2.1564984917640686
p20;307.0319437980652;307.0319437980652;307.0319437980652;307.0319437980652;307.0319437980652;307.0319437980652
p4;200.37618398666382;200.37618398666382;200.37618398666382;200.37618398666382;200.37618398666382;200.37618398666382
p16;200.24366855621338;200.24366855621338;200.24366855621338;200.24366855621338;200.24366855621338;200.24366855621338
p18;200.24094343185425;200.24094343185425;200.24094343185425;200.24094343185425;200.24094343185425;200.24094343185425
p17;200.06910800933838;200.06910800933838;200.06910800933838;200.06910800933838;200.06910800933838;200.06910800933838
p12;200.24932146072388;200.24932146072388;200.24932146072388;200.24932146072388;200.24932146072388;200.24932146072388
p11;200.08299589157104;200.08299589157104;200.08299589157104;200.08299589157104;200.08299589157104;200.08299589157104
p13;200.04117012023926;200.04117012023926;200.04117012023926;200.04117012023926;200.04117012023926;200.04117012023926
